info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Insurance,1913,1980,2049,2121,2195,2023,Alfa Romeo Giulia 2023 Giulia Quadrifoglio Quadrifoglio 4dr Sedan,2.9L 6cyl Turbo 8A,82210
Maintenance,181,693,296,3102,584,2023,Alfa Romeo Giulia 2023 Giulia Quadrifoglio Quadrifoglio 4dr Sedan,2.9L 6cyl Turbo 8A,82210
Repairs,0,0,0,1033,1577,2023,Alfa Romeo Giulia 2023 Giulia Quadrifoglio Quadrifoglio 4dr Sedan,2.9L 6cyl Turbo 8A,82210
Taxes_Fees,5180,370,331,300,300,2023,Alfa Romeo Giulia 2023 Giulia Quadrifoglio Quadrifoglio 4dr Sedan,2.9L 6cyl Turbo 8A,82210
Financing,6503,5299,3976,2522,924,2023,Alfa Romeo Giulia 2023 Giulia Quadrifoglio Quadrifoglio 4dr Sedan,2.9L 6cyl Turbo 8A,82210
Depreciation,18957,5761,4708,5279,4613,2023,Alfa Romeo Giulia 2023 Giulia Quadrifoglio Quadrifoglio 4dr Sedan,2.9L 6cyl Turbo 8A,82210
Fuel,3308,3407,3509,3614,3723,2023,Alfa Romeo Giulia 2023 Giulia Quadrifoglio Quadrifoglio 4dr Sedan,2.9L 6cyl Turbo 8A,82210
Insurance,1552,1606,1663,1721,1781,2023,Alfa Romeo Giulia Estrema 4dr Sedan,2.0L 4cyl Turbo 8A,58092
Maintenance,181,693,296,2941,584,2023,Alfa Romeo Giulia Estrema 4dr Sedan,2.0L 4cyl Turbo 8A,58092
Repairs,0,0,0,1033,1577,2023,Alfa Romeo Giulia Estrema 4dr Sedan,2.0L 4cyl Turbo 8A,58092
Taxes_Fees,3663,261,234,212,212,2023,Alfa Romeo Giulia Estrema 4dr Sedan,2.0L 4cyl Turbo 8A,58092
Financing,4595,3744,2810,1782,653,2023,Alfa Romeo Giulia Estrema 4dr Sedan,2.0L 4cyl Turbo 8A,58092
Depreciation,20829,3518,2876,3221,2816,2023,Alfa Romeo Giulia Estrema 4dr Sedan,2.0L 4cyl Turbo 8A,58092
Fuel,2452,2526,2601,2679,2760,2023,Alfa Romeo Giulia Estrema 4dr Sedan,2.0L 4cyl Turbo 8A,58092
Insurance,1552,1606,1663,1721,1781,2023,Alfa Romeo Giulia Estrema 4dr Sedan AWD,2.0L 4cyl Turbo 8A,57909
Maintenance,181,693,296,2941,584,2023,Alfa Romeo Giulia Estrema 4dr Sedan AWD,2.0L 4cyl Turbo 8A,57909
Repairs,0,0,0,1081,1650,2023,Alfa Romeo Giulia Estrema 4dr Sedan AWD,2.0L 4cyl Turbo 8A,57909
Taxes_Fees,3651,260,233,212,212,2023,Alfa Romeo Giulia Estrema 4dr Sedan AWD,2.0L 4cyl Turbo 8A,57909
Financing,4580,3733,2801,1776,651,2023,Alfa Romeo Giulia Estrema 4dr Sedan AWD,2.0L 4cyl Turbo 8A,57909
Depreciation,19512,3638,2974,3331,2912,2023,Alfa Romeo Giulia Estrema 4dr Sedan AWD,2.0L 4cyl Turbo 8A,57909
Fuel,2545,2621,2700,2781,2864,2023,Alfa Romeo Giulia Estrema 4dr Sedan AWD,2.0L 4cyl Turbo 8A,57909
Insurance,1504,1557,1611,1668,1726,2023,Alfa Romeo Giulia Sprint 4dr Sedan,2.0L 4cyl Turbo 8A,48833
Maintenance,181,693,296,2627,584,2023,Alfa Romeo Giulia Sprint 4dr Sedan,2.0L 4cyl Turbo 8A,48833
Repairs,0,0,0,1033,1577,2023,Alfa Romeo Giulia Sprint 4dr Sedan,2.0L 4cyl Turbo 8A,48833
Taxes_Fees,3081,220,197,178,178,2023,Alfa Romeo Giulia Sprint 4dr Sedan,2.0L 4cyl Turbo 8A,48833
Financing,3863,3147,2362,1498,549,2023,Alfa Romeo Giulia Sprint 4dr Sedan,2.0L 4cyl Turbo 8A,48833
Depreciation,17841,2959,2418,2711,2367,2023,Alfa Romeo Giulia Sprint 4dr Sedan,2.0L 4cyl Turbo 8A,48833
Fuel,2452,2526,2601,2679,2760,2023,Alfa Romeo Giulia Sprint 4dr Sedan,2.0L 4cyl Turbo 8A,48833
Insurance,1552,1606,1663,1721,1781,2023,Alfa Romeo Giulia Sprint 4dr Sedan AWD,2.0L 4cyl Turbo 8A,49842
Maintenance,181,693,296,2627,584,2023,Alfa Romeo Giulia Sprint 4dr Sedan AWD,2.0L 4cyl Turbo 8A,49842
Repairs,0,0,0,1081,1650,2023,Alfa Romeo Giulia Sprint 4dr Sedan AWD,2.0L 4cyl Turbo 8A,49842
Taxes_Fees,3145,224,201,182,182,2023,Alfa Romeo Giulia Sprint 4dr Sedan AWD,2.0L 4cyl Turbo 8A,49842
Financing,3942,3213,2411,1529,560,2023,Alfa Romeo Giulia Sprint 4dr Sedan AWD,2.0L 4cyl Turbo 8A,49842
Depreciation,17430,3064,2505,2806,2453,2023,Alfa Romeo Giulia Sprint 4dr Sedan AWD,2.0L 4cyl Turbo 8A,49842
Fuel,2545,2621,2700,2781,2864,2023,Alfa Romeo Giulia Sprint 4dr Sedan AWD,2.0L 4cyl Turbo 8A,49842
Insurance,1504,1557,1611,1668,1726,2023,Alfa Romeo Giulia Ti 4dr Sedan,2.0L 4cyl Turbo 8A,51991
Maintenance,181,693,296,2712,584,2023,Alfa Romeo Giulia Ti 4dr Sedan,2.0L 4cyl Turbo 8A,51991
Repairs,0,0,0,1033,1577,2023,Alfa Romeo Giulia Ti 4dr Sedan,2.0L 4cyl Turbo 8A,51991
Taxes_Fees,3280,234,209,190,190,2023,Alfa Romeo Giulia Ti 4dr Sedan,2.0L 4cyl Turbo 8A,51991
Financing,4112,3351,2515,1595,584,2023,Alfa Romeo Giulia Ti 4dr Sedan,2.0L 4cyl Turbo 8A,51991
Depreciation,18648,3148,2573,2882,2519,2023,Alfa Romeo Giulia Ti 4dr Sedan,2.0L 4cyl Turbo 8A,51991
Fuel,2452,2526,2601,2679,2760,2023,Alfa Romeo Giulia Ti 4dr Sedan,2.0L 4cyl Turbo 8A,51991
Insurance,1431,1481,1533,1587,1642,2023,Alfa Romeo Giulia Ti 4dr Sedan AWD,2.0L 4cyl Turbo 8A,51583
Maintenance,181,693,296,2712,584,2023,Alfa Romeo Giulia Ti 4dr Sedan AWD,2.0L 4cyl Turbo 8A,51583
Repairs,0,0,0,1081,1650,2023,Alfa Romeo Giulia Ti 4dr Sedan AWD,2.0L 4cyl Turbo 8A,51583
Taxes_Fees,3254,232,208,188,188,2023,Alfa Romeo Giulia Ti 4dr Sedan AWD,2.0L 4cyl Turbo 8A,51583
Financing,4080,3325,2495,1582,580,2023,Alfa Romeo Giulia Ti 4dr Sedan AWD,2.0L 4cyl Turbo 8A,51583
Depreciation,17392,3239,2648,2966,2593,2023,Alfa Romeo Giulia Ti 4dr Sedan AWD,2.0L 4cyl Turbo 8A,51583
Fuel,2545,2621,2700,2781,2864,2023,Alfa Romeo Giulia Ti 4dr Sedan AWD,2.0L 4cyl Turbo 8A,51583
Insurance,1504,1557,1611,1668,1726,2023,Alfa Romeo Giulia Veloce 4dr Sedan,2.0L 4cyl Turbo 8A,54807
Maintenance,181,693,296,2941,584,2023,Alfa Romeo Giulia Veloce 4dr Sedan,2.0L 4cyl Turbo 8A,54807
Repairs,0,0,0,1033,1577,2023,Alfa Romeo Giulia Veloce 4dr Sedan,2.0L 4cyl Turbo 8A,54807
Taxes_Fees,3457,246,221,200,200,2023,Alfa Romeo Giulia Veloce 4dr Sedan,2.0L 4cyl Turbo 8A,54807
Financing,4335,3533,2650,1682,616,2023,Alfa Romeo Giulia Veloce 4dr Sedan,2.0L 4cyl Turbo 8A,54807
Depreciation,19654,3319,2713,3039,2656,2023,Alfa Romeo Giulia Veloce 4dr Sedan,2.0L 4cyl Turbo 8A,54807
Fuel,2452,2526,2601,2679,2760,2023,Alfa Romeo Giulia Veloce 4dr Sedan,2.0L 4cyl Turbo 8A,54807
Insurance,1552,1606,1663,1721,1781,2023,Alfa Romeo Giulia Veloce 4dr Sedan AWD,2.0L 4cyl Turbo 8A,53276
Maintenance,181,693,296,2941,584,2023,Alfa Romeo Giulia Veloce 4dr Sedan AWD,2.0L 4cyl Turbo 8A,53276
Repairs,0,0,0,1081,1650,2023,Alfa Romeo Giulia Veloce 4dr Sedan AWD,2.0L 4cyl Turbo 8A,53276
Taxes_Fees,3360,240,215,195,195,2023,Alfa Romeo Giulia Veloce 4dr Sedan AWD,2.0L 4cyl Turbo 8A,53276
Financing,4214,3434,2577,1634,599,2023,Alfa Romeo Giulia Veloce 4dr Sedan AWD,2.0L 4cyl Turbo 8A,53276
Depreciation,17959,3346,2735,3064,2678,2023,Alfa Romeo Giulia Veloce 4dr Sedan AWD,2.0L 4cyl Turbo 8A,53276
Fuel,2545,2621,2700,2781,2864,2023,Alfa Romeo Giulia Veloce 4dr Sedan AWD,2.0L 4cyl Turbo 8A,53276
Insurance,1975,2044,2116,2190,2266,2023,Audi  R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Maintenance,515,1005,1021,4260,5336,2023,Audi  R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Repairs,0,0,0,1024,1564,2023,Audi  R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Taxes_Fees,18576,1169,1047,950,950,2023,Audi  R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Financing,20895,17028,12777,8105,2969,2023,Audi  R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Depreciation,89726,13327,10891,12205,10667,2023,Audi  R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Fuel,4410,4542,4679,4819,4963,2023,Audi  R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Insurance,1265,1309,1355,1403,1452,2023,Audi Q3 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,41061
Maintenance,273,1073,1188,2825,1187,2023,Audi Q3 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,41061
Repairs,0,0,0,858,1310,2023,Audi Q3 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,41061
Taxes_Fees,2592,185,165,150,150,2023,Audi Q3 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,41061
Financing,3248,2646,1986,1260,462,2023,Audi Q3 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,41061
Depreciation,8346,3823,3122,3500,3058,2023,Audi Q3 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,41061
Fuel,2082,2144,2209,2275,2343,2023,Audi Q3 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,41061
Insurance,1265,1309,1355,1403,1452,2023,Audi Q3 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,43200
Maintenance,273,1073,1188,2825,1187,2023,Audi Q3 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,43200
Repairs,0,0,0,858,1310,2023,Audi Q3 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,43200
Taxes_Fees,2726,194,174,158,158,2023,Audi Q3 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,43200
Financing,3417,2784,2090,1325,486,2023,Audi Q3 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,43200
Depreciation,11347,3122,2551,2859,2498,2023,Audi Q3 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,43200
Fuel,2082,2144,2209,2275,2343,2023,Audi Q3 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 8A,43200
Insurance,1292,1337,1384,1432,1483,2023,Audi Q3 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,45291
Maintenance,273,1073,1188,2825,1187,2023,Audi Q3 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,45291
Repairs,0,0,0,858,1310,2023,Audi Q3 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,45291
Taxes_Fees,2984,213,191,173,173,2023,Audi Q3 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,45291
Financing,3582,2920,2190,1390,509,2023,Audi Q3 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,45291
Depreciation,11066,3365,2751,3083,2694,2023,Audi Q3 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,45291
Fuel,2169,2234,2301,2370,2441,2023,Audi Q3 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,45291
Insurance,1265,1309,1355,1403,1452,2023,Audi Q3 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,40699
Maintenance,273,1073,1188,2825,1187,2023,Audi Q3 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,40699
Repairs,0,0,0,858,1310,2023,Audi Q3 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,40699
Taxes_Fees,2695,192,172,156,156,2023,Audi Q3 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,40699
Financing,3219,2623,1969,1249,457,2023,Audi Q3 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,40699
Depreciation,8149,3105,2536,2843,2483,2023,Audi Q3 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,40699
Fuel,2169,2234,2301,2370,2441,2023,Audi Q3 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo 8A,40699
Insurance,1324,1370,1418,1468,1519,2023,Audi Q5 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,42744
Maintenance,271,985,1303,2553,1077,2023,Audi Q5 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,42744
Repairs,0,0,0,1280,1954,2023,Audi Q5 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,42744
Taxes_Fees,3044,217,194,176,176,2023,Audi Q5 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,42744
Financing,3381,2755,2067,1312,480,2023,Audi Q5 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,42744
Depreciation,8983,3333,2722,3053,2667,2023,Audi Q5 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,42744
Fuel,2082,2144,2209,2275,2343,2023,Audi Q5 Premium 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,42744
Insurance,1343,1390,1439,1489,1541,2023,Audi Q5 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,46421
Maintenance,271,985,1303,2654,1077,2023,Audi Q5 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,46421
Repairs,0,0,0,1280,1954,2023,Audi Q5 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,46421
Taxes_Fees,3275,234,209,190,190,2023,Audi Q5 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,46421
Financing,3672,2992,2245,1424,522,2023,Audi Q5 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,46421
Depreciation,10147,3580,2927,3280,2864,2023,Audi Q5 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,46421
Fuel,2082,2144,2209,2275,2343,2023,Audi Q5 Premium Plus 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,46421
Insurance,1472,1524,1577,1632,1689,2023,Audi Q5 Prestige 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,51309
Maintenance,271,985,1303,2654,1077,2023,Audi Q5 Prestige 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,51309
Repairs,0,0,0,1280,1954,2023,Audi Q5 Prestige 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,51309
Taxes_Fees,3583,255,229,208,208,2023,Audi Q5 Prestige 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,51309
Financing,4058,3308,2481,1574,577,2023,Audi Q5 Prestige 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,51309
Depreciation,12035,3872,3166,3547,3098,2023,Audi Q5 Prestige 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,51309
Fuel,2082,2144,2209,2275,2343,2023,Audi Q5 Prestige 4dr SUV AWD w/40 TFSI,2.0L 4cyl Turbo 7AM,51309
Insurance,1975,2044,2116,2190,2266,2023,Audi R8 Convertible performance Spyder 2dr Convertible,5.2L 10cyl 7AM,207405
Maintenance,515,1005,1021,4158,5336,2023,Audi R8 Convertible performance Spyder 2dr Convertible,5.2L 10cyl 7AM,207405
Repairs,0,0,0,980,1495,2023,Audi R8 Convertible performance Spyder 2dr Convertible,5.2L 10cyl 7AM,208405
Taxes_Fees,14262,921,825,748,748,2023,Audi R8 Convertible performance Spyder 2dr Convertible,5.2L 10cyl 7AM,207405
Financing,16405,13369,10031,6363,2331,2023,Audi R8 Convertible performance Spyder 2dr Convertible,5.2L 10cyl 7AM,208405
Depreciation,70561,10481,8565,9598,8389,2023,Audi R8 Convertible performance Spyder 2dr Convertible,5.2L 10cyl 7AM,207405
Fuel,3890,4006,4126,4250,4378,2023,Audi R8 Convertible performance Spyder 2dr Convertible,5.2L 10cyl 7AM,208405
Insurance,1975,2044,2116,2190,2266,2023,Audi R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Maintenance,515,1005,1021,4260,5336,2023,Audi R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Repairs,0,0,0,1024,1564,2023,Audi R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Taxes_Fees,18576,1169,1047,950,950,2023,Audi R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Financing,20895,17028,12777,8105,2969,2023,Audi R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Depreciation,89726,13327,10891,12205,10667,2023,Audi R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Fuel,4410,4542,4679,4819,4963,2023,Audi R8 Convertible performance Spyder 2dr Convertible AWD,5.2L 10cyl 7AM,264177
Insurance,1975,2044,2116,2190,2266,2023,Audi R8 GT 2dr Coupe,5.2L 10cyl 7AM,272287
Maintenance,515,1005,1021,2064,5336,2023,Audi R8 GT 2dr Coupe,5.2L 10cyl 7AM,272287
Repairs,0,0,0,980,1495,2023,Audi R8 GT 2dr Coupe,5.2L 10cyl 7AM,272287
Taxes_Fees,18342,1213,1086,985,985,2023,Audi R8 GT 2dr Coupe,5.2L 10cyl 7AM,272287
Financing,21537,17551,13169,8353,3061,2023,Audi R8 GT 2dr Coupe,5.2L 10cyl 7AM,272287
Depreciation,92776,13780,11261,12619,11029,2023,Audi R8 GT 2dr Coupe,5.2L 10cyl 7AM,272287
Fuel,3890,4006,4126,4250,4378,2023,Audi R8 GT 2dr Coupe,5.2L 10cyl 7AM,272287
Insurance,1766,1828,1892,1958,2027,2023,Audi R8 performance 2dr Coupe,5.2L 10cyl 7AM,197003
Maintenance,515,1005,1021,4158,5336,2023,Audi R8 performance 2dr Coupe,5.2L 10cyl 7AM,197003
Repairs,0,0,0,980,1495,2023,Audi R8 performance 2dr Coupe,5.2L 10cyl 7AM,197003
Taxes_Fees,13608,874,783,710,710,2023,Audi R8 performance 2dr Coupe,5.2L 10cyl 7AM,197003
Financing,15582,12698,9529,6043,2215,2023,Audi R8 performance 2dr Coupe,5.2L 10cyl 7AM,197003
Depreciation,67000,9952,8132,9113,7965,2023,Audi R8 performance 2dr Coupe,5.2L 10cyl 7AM,197003
Fuel,3890,4006,4126,4250,4378,2023,Audi R8 performance 2dr Coupe,5.2L 10cyl 7AM,197003
Insurance,1766,1828,1892,1958,2027,2023,Audi R8 performance 2dr Coupe AWD,5.2L 10cyl 7AM,230823
Maintenance,515,1005,1021,4260,5336,2023,Audi R8 performance 2dr Coupe AWD,5.2L 10cyl 7AM,230823
Repairs,0,0,0,1024,1564,2023,Audi R8 performance 2dr Coupe AWD,5.2L 10cyl 7AM,230823
Taxes_Fees,16479,1019,913,828,828,2023,Audi R8 performance 2dr Coupe AWD,5.2L 10cyl 7AM,230823
Financing,18257,14878,11164,7082,2594,2023,Audi R8 performance 2dr Coupe AWD,5.2L 10cyl 7AM,230823
Depreciation,78304,11631,9505,10652,9310,2023,Audi R8 performance 2dr Coupe AWD,5.2L 10cyl 7AM,230823
Fuel,4410,4542,4679,4819,4963,2023,Audi R8 performance 2dr Coupe AWD,5.2L 10cyl 7AM,230823
Insurance,1640,1697,1757,1818,1882,2023,Audi RS 3 4dr Sedan AWD,2.5L 5cyl Turbo 7AM,70105
Maintenance,266,1998,713,4154,877,2023,Audi RS 3 4dr Sedan AWD,2.5L 5cyl Turbo 7AM,70105
Repairs,0,0,0,858,1310,2023,Audi RS 3 4dr Sedan AWD,2.5L 5cyl Turbo 7AM,70105
Taxes_Fees,4418,315,282,256,256,2023,Audi RS 3 4dr Sedan AWD,2.5L 5cyl Turbo 7AM,70105
Financing,5545,4519,3390,2151,788,2023,Audi RS 3 4dr Sedan AWD,2.5L 5cyl Turbo 7AM,70105
Depreciation,20834,4055,3313,3715,3245,2023,Audi RS 3 4dr Sedan AWD,2.5L 5cyl Turbo 7AM,70105
Fuel,2875,2962,3050,3142,3236,2023,Audi RS 3 4dr Sedan AWD,2.5L 5cyl Turbo 7AM,70105
Insurance,1480,1532,1585,1641,1698,2023,Audi SQ5 Sportback Premium 4dr SUV AWD,3.0L 6cyl Turbo 8A,58081
Maintenance,421,580,823,2918,2063,2023,Audi SQ5 Sportback Premium 4dr SUV AWD,3.0L 6cyl Turbo 8A,58081
Repairs,0,0,0,1280,1954,2023,Audi SQ5 Sportback Premium 4dr SUV AWD,3.0L 6cyl Turbo 8A,58081
Taxes_Fees,4008,286,256,232,232,2023,Audi SQ5 Sportback Premium 4dr SUV AWD,3.0L 6cyl Turbo 8A,58081
Financing,4594,3744,2809,1782,652,2023,Audi SQ5 Sportback Premium 4dr SUV AWD,3.0L 6cyl Turbo 8A,58081
Depreciation,13539,4844,3958,4436,3876,2023,Audi SQ5 Sportback Premium 4dr SUV AWD,3.0L 6cyl Turbo 8A,58081
Fuel,3149,3243,3340,3441,3544,2023,Audi SQ5 Sportback Premium 4dr SUV AWD,3.0L 6cyl Turbo 8A,58081
Insurance,1480,1532,1585,1641,1698,2023,Audi SQ5 Sportback Premium Plus 4dr SUV AWD,3.0L 6cyl Turbo 8A,64903
Maintenance,421,580,823,2918,2063,2023,Audi SQ5 Sportback Premium Plus 4dr SUV AWD,3.0L 6cyl Turbo 8A,64903
Repairs,0,0,0,1280,1954,2023,Audi SQ5 Sportback Premium Plus 4dr SUV AWD,3.0L 6cyl Turbo 8A,64903
Taxes_Fees,4437,317,284,257,257,2023,Audi SQ5 Sportback Premium Plus 4dr SUV AWD,3.0L 6cyl Turbo 8A,64903
Financing,5134,4183,3139,1991,730,2023,Audi SQ5 Sportback Premium Plus 4dr SUV AWD,3.0L 6cyl Turbo 8A,64903
Depreciation,15278,5400,4412,4946,4321,2023,Audi SQ5 Sportback Premium Plus 4dr SUV AWD,3.0L 6cyl Turbo 8A,64903
Fuel,3149,3243,3340,3441,3544,2023,Audi SQ5 Sportback Premium Plus 4dr SUV AWD,3.0L 6cyl Turbo 8A,64903
Insurance,1512,1565,1620,1676,1735,2023,Audi SQ5 Sportback Prestige 4dr SUV AWD,3.0L 6cyl Turbo 8A,70008
Maintenance,421,580,823,2918,2063,2023,Audi SQ5 Sportback Prestige 4dr SUV AWD,3.0L 6cyl Turbo 8A,70008
Repairs,0,0,0,1280,1954,2023,Audi SQ5 Sportback Prestige 4dr SUV AWD,3.0L 6cyl Turbo 8A,70008
Taxes_Fees,4758,340,304,276,276,2023,Audi SQ5 Sportback Prestige 4dr SUV AWD,3.0L 6cyl Turbo 8A,70008
Financing,5537,4513,3386,2148,786,2023,Audi SQ5 Sportback Prestige 4dr SUV AWD,3.0L 6cyl Turbo 8A,70008
Depreciation,16891,5779,4722,5293,4624,2023,Audi SQ5 Sportback Prestige 4dr SUV AWD,3.0L 6cyl Turbo 8A,70008
Fuel,3149,3243,3340,3441,3544,2023,Audi SQ5 Sportback Prestige 4dr SUV AWD,3.0L 6cyl Turbo 8A,70008
Insurance,1574,1629,1686,1745,1806,2023,Audi TT 2dr Convertible AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,62357
Maintenance,356,460,924,2351,1572,2023,Audi TT 2dr Convertible AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,62357
Repairs,0,0,0,858,1310,2023,Audi TT 2dr Convertible AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,62357
Taxes_Fees,3932,280,251,228,228,2023,Audi TT 2dr Convertible AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,62357
Financing,4932,4020,3015,1914,700,2023,Audi TT 2dr Convertible AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,62357
Depreciation,19796,3994,3263,3658,3198,2023,Audi TT 2dr Convertible AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,62357
Fuel,2082,2144,2209,2275,2343,2023,Audi TT 2dr Convertible AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,62357
Insurance,1494,1546,1600,1656,1714,2023,Audi TT Coupe 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,53639
Maintenance,356,460,924,2351,1572,2023,Audi TT Coupe 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,53639
Repairs,0,0,0,858,1310,2023,Audi TT Coupe 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,53639
Taxes_Fees,3383,241,216,196,196,2023,Audi TT Coupe 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,53639
Financing,4243,3457,2594,1646,603,2023,Audi TT Coupe 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,53639
Depreciation,15710,3572,2918,3271,2860,2023,Audi TT Coupe 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,53639
Fuel,2082,2144,2209,2275,2343,2023,Audi TT Coupe 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo 7AM,53639
Insurance,1494,1546,1600,1656,1714,2023,Audi TTS 2dr Coupe AWD,2.0L 4cyl Turbo 7AM,65957
Maintenance,201,251,663,2625,2179,2023,Audi TTS 2dr Coupe AWD,2.0L 4cyl Turbo 7AM,65957
Repairs,0,0,0,858,1310,2023,Audi TTS 2dr Coupe AWD,2.0L 4cyl Turbo 7AM,65957
Taxes_Fees,4158,297,266,241,241,2023,Audi TTS 2dr Coupe AWD,2.0L 4cyl Turbo 7AM,65957
Financing,5217,4251,3190,2024,741,2023,Audi TTS 2dr Coupe AWD,2.0L 4cyl Turbo 7AM,65957
Depreciation,17134,4261,3479,3899,3408,2023,Audi TTS 2dr Coupe AWD,2.0L 4cyl Turbo 7AM,65957
Fuel,2545,2621,2700,2781,2864,2023,Audi TTS 2dr Coupe AWD,2.0L 4cyl Turbo 7AM,65957
