info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Maintenance,269,1077,956,2626,1356,2023,Audi A5 Prestige S line 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,54417
Repairs,0,0,0,858,1310,2023,Audi A5 Prestige S line 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,54417
Taxes_Fees,3590,256,229,208,208,2023,Audi A5 Prestige S line 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,54417
Financing,4304,3508,2632,1669,612,2023,Audi A5 Prestige S line 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,54417
Depreciation,14367,3978,3248,3643,3184,2023,Audi A5 Prestige S line 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,54417
Fuel,2452,2526,2601,2679,2760,2023,Audi A5 Prestige S line 2dr Coupe AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,54417
Insurance,1643,1701,1760,1822,1885,2023,Audi A5 Prestige S line 4dr Hatchback AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,59760
Maintenance,269,1077,956,2626,1356,2023,Audi A5 Prestige S line 4dr Hatchback AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,59760
Repairs,0,0,0,858,1310,2023,Audi A5 Prestige S line 4dr Hatchback AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,59760
Taxes_Fees,3925,280,251,228,228,2023,Audi A5 Prestige S line 4dr Hatchback AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,59760
Financing,4727,3852,2890,1833,672,2023,Audi A5 Prestige S line 4dr Hatchback AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,59760
Depreciation,16130,4221,3445,3864,3375,2023,Audi A5 Prestige S line 4dr Hatchback AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,59760
Fuel,2452,2526,2601,2679,2760,2023,Audi A5 Prestige S line 4dr Hatchback AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,59760
Insurance,1661,1719,1779,1842,1906,2023,Audi A6 allroad Premium Plus 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77460
Maintenance,300,1090,735,2797,1790,2023,Audi A6 allroad Premium Plus 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77460
Repairs,0,0,0,997,1521,2023,Audi A6 allroad Premium Plus 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77460
Taxes_Fees,4881,348,312,283,283,2023,Audi A6 allroad Premium Plus 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77460
Financing,6127,4993,3746,2376,871,2023,Audi A6 allroad Premium Plus 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77460
Depreciation,19823,6310,5156,5781,5049,2023,Audi A6 allroad Premium Plus 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77460
Fuel,2646,2725,2807,2891,2978,2023,Audi A6 allroad Premium Plus 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77460
Insurance,1661,1719,1779,1842,1906,2023,Audi A6 allroad Prestige 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82975
Maintenance,300,1090,735,2797,1790,2023,Audi A6 allroad Prestige 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82975
Repairs,0,0,0,997,1521,2023,Audi A6 allroad Prestige 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82975
Taxes_Fees,5228,373,334,303,303,2023,Audi A6 allroad Prestige 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82975
Financing,6563,5348,4013,2546,933,2023,Audi A6 allroad Prestige 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82975
Depreciation,21995,6668,5448,6109,5336,2023,Audi A6 allroad Prestige 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82975
Fuel,2646,2725,2807,2891,2978,2023,Audi A6 allroad Prestige 4dr Wagon AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82975
Insurance,1700,1760,1821,1885,1951,2023,Audi A7 Premium 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77092
Maintenance,300,1098,735,3032,1790,2023,Audi A7 Premium 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77092
Repairs,0,0,0,997,1521,2023,Audi A7 Premium 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77092
Taxes_Fees,4858,347,311,282,282,2023,Audi A7 Premium 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77092
Financing,6098,4969,3728,2365,867,2023,Audi A7 Premium 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77092
Depreciation,19344,7754,6337,7104,6206,2023,Audi A7 Premium 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77092
Fuel,2756,2839,2924,3012,3102,2023,Audi A7 Premium 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,77092
Insurance,1835,1899,1966,2034,2106,2023,Audi A7 Premium Plus 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,81607
Maintenance,300,1098,735,3032,1790,2023,Audi A7 Premium Plus 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,81607
Repairs,0,0,0,997,1521,2023,Audi A7 Premium Plus 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,81607
Taxes_Fees,5142,367,329,298,298,2023,Audi A7 Premium Plus 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,81607
Financing,6455,5260,3947,2504,917,2023,Audi A7 Premium Plus 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,81607
Depreciation,20633,8185,6690,7499,6551,2023,Audi A7 Premium Plus 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,81607
Fuel,2756,2839,2924,3012,3102,2023,Audi A7 Premium Plus 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,81607
Insurance,1858,1923,1990,2060,2132,2023,Audi A7 Prestige 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82957
Maintenance,300,1098,735,3032,1790,2023,Audi A7 Prestige 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82957
Repairs,0,0,0,997,1521,2023,Audi A7 Prestige 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82957
Taxes_Fees,5227,373,334,303,303,2023,Audi A7 Prestige 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82957
Financing,6562,5347,4012,2545,932,2023,Audi A7 Prestige 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82957
Depreciation,20383,8407,6871,7703,6729,2023,Audi A7 Prestige 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82957
Fuel,2756,2839,2924,3012,3102,2023,Audi A7 Prestige 4dr Sedan AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 7AM,82957
Insurance,1472,1524,1577,1632,1689,2023,Audi Q5 Plug-in Hybrid Premium Plus S line 4dr SUV AWD w/55 TFSI e,2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM,65582
Maintenance,130,907,750,2404,1154,2023,Audi Q5 Plug-in Hybrid Premium Plus S line 4dr SUV AWD w/55 TFSI e,2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM,65582
Repairs,0,0,0,1280,1954,2023,Audi Q5 Plug-in Hybrid Premium Plus S line 4dr SUV AWD w/55 TFSI e,2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM,65582
Taxes_Fees,4134,295,264,240,240,2023,Audi Q5 Plug-in Hybrid Premium Plus S line 4dr SUV AWD w/55 TFSI e,2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM,65582
Financing,5187,4228,3171,2012,737,2023,Audi Q5 Plug-in Hybrid Premium Plus S line 4dr SUV AWD w/55 TFSI e,2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM,65582
Depreciation,20037,4493,3673,4116,3595,2023,Audi Q5 Plug-in Hybrid Premium Plus S line 4dr SUV AWD w/55 TFSI e,2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM,65582
Fuel,2545,2621,2700,2781,2864,2023,Audi Q5 Plug-in Hybrid Premium Plus S line 4dr SUV AWD w/55 TFSI e,2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM,65582
Insurance,1343,1390,1439,1489,1541,2023,Audi Q5 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,50066
Maintenance,130,907,750,2404,1154,2023,Audi Q5 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,50066
Repairs,0,0,0,1280,1954,2023,Audi Q5 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,50066
Taxes_Fees,3505,250,224,203,203,2023,Audi Q5 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,50066
Financing,3960,3227,2422,1536,562,2023,Audi Q5 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,50066
Depreciation,11868,3688,3014,3379,2951,2023,Audi Q5 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,50066
Fuel,2646,2725,2807,2891,2978,2023,Audi Q5 Premium Plus S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,50066
Insurance,1324,1370,1418,1468,1519,2023,Audi Q5 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,45562
Maintenance,130,907,750,2302,1154,2023,Audi Q5 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,45562
Repairs,0,0,0,1280,1954,2023,Audi Q5 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,45562
Taxes_Fees,3221,230,206,187,187,2023,Audi Q5 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,45562
Financing,3604,2937,2203,1398,512,2023,Audi Q5 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,45562
Depreciation,10170,3619,2958,3314,2896,2023,Audi Q5 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,45562
Fuel,2646,2725,2807,2891,2978,2023,Audi Q5 Premium S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,45562
Insurance,1472,1524,1577,1632,1689,2023,Audi Q5 Prestige S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,55118
Maintenance,130,907,750,2404,1154,2023,Audi Q5 Prestige S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,55118
Repairs,0,0,0,1280,1954,2023,Audi Q5 Prestige S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,55118
Taxes_Fees,3822,273,244,222,222,2023,Audi Q5 Prestige S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,55118
Financing,4360,3552,2666,1691,620,2023,Audi Q5 Prestige S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,55118
Depreciation,13001,4274,3494,3917,3422,2023,Audi Q5 Prestige S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,55118
Fuel,2646,2725,2807,2891,2978,2023,Audi Q5 Prestige S line 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 7AM,55118
Insurance,1401,1450,1501,1553,1608,2023,Audi Q7 Premium 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,60584
Maintenance,194,1020,1277,2585,1729,2023,Audi Q7 Premium 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,60584
Repairs,0,0,0,1280,1954,2023,Audi Q7 Premium 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,60584
Taxes_Fees,4072,290,260,236,236,2023,Audi Q7 Premium 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,60584
Financing,4792,3905,2930,1859,681,2023,Audi Q7 Premium 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,60584
Depreciation,13389,5658,4623,5182,4528,2023,Audi Q7 Premium 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,60584
Fuel,3149,3243,3340,3441,3544,2023,Audi Q7 Premium 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,60584
Insurance,1401,1450,1501,1553,1608,2023,Audi Q7 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65094
Maintenance,265,1029,1100,3181,3035,2023,Audi Q7 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65094
Repairs,0,0,0,1280,1954,2023,Audi Q7 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65094
Taxes_Fees,4355,311,278,252,252,2023,Audi Q7 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65094
Financing,5149,4195,3149,1997,731,2023,Audi Q7 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65094
Depreciation,15855,6055,4947,5546,4845,2023,Audi Q7 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65094
Fuel,3308,3407,3509,3614,3723,2023,Audi Q7 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65094
Insurance,1409,1458,1509,1562,1617,2023,Audi Q7 Premium Plus 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,65077
Maintenance,194,1020,1277,2585,1729,2023,Audi Q7 Premium Plus 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,65077
Repairs,0,0,0,1280,1954,2023,Audi Q7 Premium Plus 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,65077
Taxes_Fees,4354,311,278,252,252,2023,Audi Q7 Premium Plus 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,65077
Financing,5147,4195,3147,1997,731,2023,Audi Q7 Premium Plus 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,65077
Depreciation,15011,5760,4706,5276,4609,2023,Audi Q7 Premium Plus 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,65077
Fuel,3149,3243,3340,3441,3544,2023,Audi Q7 Premium Plus 4dr SUV AWD w/45 TFSI,2.0L 4cyl Turbo gas/electric mild hybrid 8A,65077
Insurance,1409,1458,1509,1562,1617,2023,Audi Q7 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68367
Maintenance,265,1029,1100,3744,3035,2023,Audi Q7 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68367
Repairs,0,0,0,1280,1954,2023,Audi Q7 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68367
Taxes_Fees,4560,325,292,264,264,2023,Audi Q7 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68367
Financing,5408,4406,3307,2097,769,2023,Audi Q7 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68367
Depreciation,17153,6434,5257,5891,5149,2023,Audi Q7 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68367
Fuel,3308,3407,3509,3614,3723,2023,Audi Q7 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68367
Insurance,1433,1483,1535,1589,1644,2023,Audi Q7 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,78366
Maintenance,265,1029,1100,3744,3035,2023,Audi Q7 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,78366
Repairs,0,0,0,1280,1954,2023,Audi Q7 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,78366
Taxes_Fees,5190,370,332,301,301,2023,Audi Q7 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,78366
Financing,6198,5052,3790,2404,881,2023,Audi Q7 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,78366
Depreciation,20406,7414,6060,6794,5935,2023,Audi Q7 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,78366
Fuel,3308,3407,3509,3614,3723,2023,Audi Q7 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,78366
Insurance,1401,1450,1501,1553,1608,2023,Audi Q8 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74812
Maintenance,265,1029,1100,3990,3035,2023,Audi Q8 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74812
Repairs,0,0,0,1280,1954,2023,Audi Q8 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74812
Taxes_Fees,4840,345,309,281,281,2023,Audi Q8 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74812
Financing,5917,4823,3618,2295,841,2023,Audi Q8 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74812
Depreciation,17874,5856,4781,5361,4686,2023,Audi Q8 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74812
Fuel,3308,3407,3509,3614,3723,2023,Audi Q8 Premium 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74812
Insurance,1409,1458,1509,1562,1617,2023,Audi Q8 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,81159
Maintenance,265,1029,1100,4228,3035,2023,Audi Q8 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,81159
Repairs,0,0,0,1280,1954,2023,Audi Q8 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,81159
Taxes_Fees,5239,374,335,304,304,2023,Audi Q8 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,81159
Financing,6419,5232,3925,2490,912,2023,Audi Q8 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,81159
Depreciation,20449,5958,4867,5456,4766,2023,Audi Q8 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,81159
Fuel,3308,3407,3509,3614,3723,2023,Audi Q8 Premium Plus 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,81159
Insurance,1401,1450,1501,1553,1608,2023,Audi Q8 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,90278
Maintenance,265,1029,1100,4228,3035,2023,Audi Q8 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,90278
Repairs,0,0,0,1280,1954,2023,Audi Q8 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,90278
Taxes_Fees,5813,415,372,337,337,2023,Audi Q8 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,90278
Financing,7141,5819,4366,2770,1014,2023,Audi Q8 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,90278
Depreciation,21514,7642,6244,6997,6112,2023,Audi Q8 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,90278
Fuel,3308,3407,3509,3614,3723,2023,Audi Q8 Prestige 4dr SUV AWD w/55 TFSI,3.0L 6cyl Turbo gas/electric mild hybrid 8A,90278
Insurance,1505,1558,1612,1669,1727,2023,BMW 3 Series 330e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,49271
Maintenance,0,0,662,3886,2992,2023,BMW 3 Series 330e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,49271
Repairs,0,0,0,1041,1592,2023,BMW 3 Series 330e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,49271
Taxes_Fees,3109,222,198,180,180,2023,BMW 3 Series 330e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,49271
Financing,3897,3176,2383,1512,553,2023,BMW 3 Series 330e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,49271
Depreciation,12952,4218,3444,3860,3375,2023,BMW 3 Series 330e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,49271
Fuel,2452,2526,2601,2679,2760,2023,BMW 3 Series 330e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,49271
Insurance,1485,1537,1591,1646,1704,2023,BMW 3 Series 330e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,53001
Maintenance,0,0,662,3712,2703,2023,BMW 3 Series 330e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,53001
Repairs,0,0,0,1102,1685,2023,BMW 3 Series 330e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,53001
Taxes_Fees,3343,238,214,194,194,2023,BMW 3 Series 330e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,53001
Financing,4192,3416,2564,1626,596,2023,BMW 3 Series 330e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,53001
Depreciation,14487,4467,3648,4088,3574,2023,BMW 3 Series 330e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,53001
Fuel,2545,2621,2700,2781,2864,2023,BMW 3 Series 330e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,53001
Insurance,1530,1584,1639,1696,1756,2023,BMW 3 Series M340i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,61850
Maintenance,0,0,712,3407,3947,2023,BMW 3 Series M340i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,61850
Repairs,0,0,0,1041,1592,2023,BMW 3 Series M340i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,61850
Taxes_Fees,3899,278,249,226,226,2023,BMW 3 Series M340i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,61850
Financing,4892,3987,2991,1898,695,2023,BMW 3 Series M340i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,61850
Depreciation,12439,5457,4458,4998,4366,2023,BMW 3 Series M340i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,61850
Fuel,2545,2621,2700,2781,2864,2023,BMW 3 Series M340i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,61850
Insurance,1569,1624,1681,1740,1800,2023,BMW 3 Series M340i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65755
Maintenance,0,0,712,3519,3832,2023,BMW 3 Series M340i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65755
Repairs,0,0,0,1102,1685,2023,BMW 3 Series M340i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65755
Taxes_Fees,4145,296,265,240,240,2023,BMW 3 Series M340i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65755
Financing,5201,4238,3181,2017,739,2023,BMW 3 Series M340i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65755
Depreciation,14907,5282,4316,4838,4227,2023,BMW 3 Series M340i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65755
Fuel,2545,2621,2700,2781,2864,2023,BMW 3 Series M340i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,65755
Insurance,1640,1697,1757,1818,1882,2023,BMW 4 Series Coupe M440i 2dr Coupe,3.0L 6cyl Turbo gas/electric mild hybrid 8A,64733
Maintenance,0,0,712,3407,3947,2023,BMW 4 Series Coupe M440i 2dr Coupe,3.0L 6cyl Turbo gas/electric mild hybrid 8A,64733
Repairs,0,0,0,1041,1592,2023,BMW 4 Series Coupe M440i 2dr Coupe,3.0L 6cyl Turbo gas/electric mild hybrid 8A,64733
Taxes_Fees,4081,291,261,237,237,2023,BMW 4 Series Coupe M440i 2dr Coupe,3.0L 6cyl Turbo gas/electric mild hybrid 8A,64733
Financing,5120,4173,3130,1986,728,2023,BMW 4 Series Coupe M440i 2dr Coupe,3.0L 6cyl Turbo gas/electric mild hybrid 8A,64733
