info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Repairs,0,0,99,238,346,2023,Nissan LEAF SV PLUS 4dr Hatchback,electric DD,38513
Taxes_Fees,2432,173,155,141,141,2023,Nissan LEAF SV PLUS 4dr Hatchback,electric DD,38513
Financing,3046,2483,1862,1182,433,2023,Nissan LEAF SV PLUS 4dr Hatchback,electric DD,38513
Depreciation,14835,2394,2266,2657,2517,2023,Nissan LEAF SV PLUS 4dr Hatchback,electric DD,38513
Fuel,861,887,914,941,969,2023,Nissan LEAF SV PLUS 4dr Hatchback,electric DD,38513
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 AWD Pro 4dr SUV AWD,electric DD,49025
Maintenance,66,369,357,1077,1514,2023,Volkswagen ID.4 AWD Pro 4dr SUV AWD,electric DD,49025
Repairs,0,0,0,398,607,2023,Volkswagen ID.4 AWD Pro 4dr SUV AWD,electric DD,49025
Taxes_Fees,3093,220,198,179,179,2023,Volkswagen ID.4 AWD Pro 4dr SUV AWD,electric DD,49025
Financing,3878,3160,2371,1504,551,2023,Volkswagen ID.4 AWD Pro 4dr SUV AWD,electric DD,49025
Depreciation,17276,2419,2290,2687,2545,2023,Volkswagen ID.4 AWD Pro 4dr SUV AWD,electric DD,49025
Fuel,948,977,1006,1036,1068,2023,Volkswagen ID.4 AWD Pro 4dr SUV AWD,electric DD,49025
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 AWD Pro S 4dr SUV AWD,electric DD,54324
Maintenance,66,369,357,1077,1514,2023,Volkswagen ID.4 AWD Pro S 4dr SUV AWD,electric DD,54324
Repairs,0,0,0,398,607,2023,Volkswagen ID.4 AWD Pro S 4dr SUV AWD,electric DD,54324
Taxes_Fees,3426,244,219,199,199,2023,Volkswagen ID.4 AWD Pro S 4dr SUV AWD,electric DD,54324
Financing,4297,3501,2628,1666,611,2023,Volkswagen ID.4 AWD Pro S 4dr SUV AWD,electric DD,54324
Depreciation,19275,2669,2528,2965,2808,2023,Volkswagen ID.4 AWD Pro S 4dr SUV AWD,electric DD,54324
Fuel,948,977,1006,1036,1068,2023,Volkswagen ID.4 AWD Pro S 4dr SUV AWD,electric DD,54324
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD,electric DD,56425
Maintenance,66,369,357,1077,1514,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD,electric DD,56425
Repairs,0,0,0,398,607,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD,electric DD,56425
Taxes_Fees,3558,254,227,206,206,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD,electric DD,56425
Financing,4463,3637,2729,1731,634,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD,electric DD,56425
Depreciation,19957,2778,2631,3086,2922,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD,electric DD,56425
Fuel,948,977,1006,1036,1068,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD,electric DD,56425
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD w/VW Sound,electric DD,56509
Maintenance,66,369,357,1077,1514,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD w/VW Sound,electric DD,56509
Repairs,0,0,0,398,607,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD w/VW Sound,electric DD,56509
Taxes_Fees,3564,254,228,206,206,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD w/VW Sound,electric DD,56509
Financing,4470,3642,2733,1734,635,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD w/VW Sound,electric DD,56509
Depreciation,19986,2782,2634,3090,2927,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD w/VW Sound,electric DD,56509
Fuel,948,977,1006,1036,1068,2023,Volkswagen ID.4 AWD Pro S Plus 4dr SUV AWD w/VW Sound,electric DD,56509
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,45332
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,45332
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,45332
Taxes_Fees,2861,204,183,166,166,2023,Volkswagen ID.4 Pro 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,45332
Financing,3586,2922,2192,1391,509,2023,Volkswagen ID.4 Pro 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,45332
Depreciation,16014,2233,2115,2481,2349,2023,Volkswagen ID.4 Pro 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,45332
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,45332
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,45249
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,45249
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,45249
Taxes_Fees,2856,203,182,165,165,2023,Volkswagen ID.4 Pro 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,45249
Financing,3579,2917,2188,1388,509,2023,Volkswagen ID.4 Pro 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,45249
Depreciation,15985,2229,2111,2476,2345,2023,Volkswagen ID.4 Pro 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,45249
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,45249
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro S 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,50528
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro S 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,50528
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro S 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,50528
Taxes_Fees,3187,227,204,185,185,2023,Volkswagen ID.4 Pro S 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,50528
Financing,3997,3256,2444,1550,568,2023,Volkswagen ID.4 Pro S 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,50528
Depreciation,17843,2490,2358,2766,2620,2023,Volkswagen ID.4 Pro S 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,50528
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro S 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,50528
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro S 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,50420
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro S 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,50420
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro S 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,50420
Taxes_Fees,3180,227,203,184,184,2023,Volkswagen ID.4 Pro S 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,50420
Financing,3988,3250,2439,1546,567,2023,Volkswagen ID.4 Pro S 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,50420
Depreciation,17806,2484,2353,2760,2614,2023,Volkswagen ID.4 Pro S 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,50420
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro S 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,50420
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,52833
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,52833
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,52833
Taxes_Fees,3332,238,213,193,193,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,52833
Financing,4179,3405,2556,1620,594,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,52833
Depreciation,18656,2603,2466,2892,2739,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,52833
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,52833
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,52941
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,52941
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,52941
Taxes_Fees,3339,238,213,193,193,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,52941
Financing,4187,3413,2560,1625,595,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,52941
Depreciation,18693,2609,2471,2898,2745,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,52941
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/SK On Battery 170kW DC Fast Charging Capability,electric DD,52941
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,53000
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,53000
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,53000
Taxes_Fees,3343,238,214,194,194,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,53000
Financing,4192,3416,2564,1626,595,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,53000
Depreciation,18714,2612,2473,2901,2748,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,53000
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound LG Energy Solution Battery 135kW DC Fast Charging Capability,electric DD,53000
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound SK On Battery 170kW DC Fast Charging Capability,electric DD,53000
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound SK On Battery 170kW DC Fast Charging Capability,electric DD,53000
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound SK On Battery 170kW DC Fast Charging Capability,electric DD,53000
Taxes_Fees,3343,238,214,194,194,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound SK On Battery 170kW DC Fast Charging Capability,electric DD,53000
Financing,4192,3416,2564,1626,595,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound SK On Battery 170kW DC Fast Charging Capability,electric DD,53000
Depreciation,18714,2612,2473,2901,2748,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound SK On Battery 170kW DC Fast Charging Capability,electric DD,53000
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Pro S Plus 4dr SUV w/VW Sound SK On Battery 170kW DC Fast Charging Capability,electric DD,53000
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 S 4dr SUV,electric DD,45770
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 S 4dr SUV,electric DD,45770
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 S 4dr SUV,electric DD,45770
Taxes_Fees,2888,206,184,167,167,2023,Volkswagen ID.4 S 4dr SUV,electric DD,45770
Financing,3620,2950,2214,1404,515,2023,Volkswagen ID.4 S 4dr SUV,electric DD,45770
Depreciation,16328,2241,2123,2490,2358,2023,Volkswagen ID.4 S 4dr SUV,electric DD,45770
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 S 4dr SUV,electric DD,45770
Insurance,1763,1825,1889,1955,2023,2023,Volkswagen ID.4 Standard 4dr SUV,electric DD,39993
Maintenance,66,369,357,972,1624,2023,Volkswagen ID.4 Standard 4dr SUV,electric DD,39993
Repairs,0,0,0,357,545,2023,Volkswagen ID.4 Standard 4dr SUV,electric DD,39993
Taxes_Fees,2525,180,161,146,146,2023,Volkswagen ID.4 Standard 4dr SUV,electric DD,39993
Financing,3163,2578,1934,1227,450,2023,Volkswagen ID.4 Standard 4dr SUV,electric DD,39993
Depreciation,14139,1969,1865,2187,2072,2023,Volkswagen ID.4 Standard 4dr SUV,electric DD,39993
Fuel,874,900,927,955,983,2023,Volkswagen ID.4 Standard 4dr SUV,electric DD,39993
